nitrogen,algae,rotifers
10.0,520000000.0,27920.0
28.495939721840216,85521432.14158422,21585.442722798194
47.25549185797352,44036448.787236884,13555.17260952815
57.252386481618,101913326.20807369,8610.154220179553
48.84284449893094,660973920.4684275,6862.6345710825435
1.0990021555662342,2539083650.707987,9455.016559411251
1.595269666859247,1877164192.9979656,13955.438878354407
3.021411933866253,1160167921.4141383,18617.195139803207
7.5152129284111835,617682123.7350913,20966.84752571322
17.07435570628748,354027658.46603614,19516.289934746863
26.61150962235539,320827048.7459935,16394.043578914792
25.21984391988614,600779619.7109286,14810.376892498192
3.436532903343942,1291777850.9930546,17360.180025825994
5.746489414910199,744394199.0758412,20572.413189227773
13.7712029551762,411796920.4239735,20202.135166592754
23.91209183152865,317138356.1260097,17340.40680204906
26.92593112888156,475466380.05312806,15117.931198841477
8.15704432681236,1197067391.0714457,16392.107674973573
4.604677774643608,867454489.5266002,20062.362277048087
11.348187604334488,469542015.3228208,20624.125189877097
21.637820587068937,321291280.9834185,18105.740497577794
27.479661638607837,402940374.5874675,15456.207683472467
14.987337433717416,973292889.5916287,15642.049088151713
3.761515155934361,1003679847.8311509,19355.673897122066
9.216299055022958,540893129.696188,20846.779249340656
19.172102261482266,337262087.8370742,18852.934392163923
27.056242424323155,356631988.4726951,15945.288662672332
20.76155842655043,760040419.9420652,15185.529082222247
3.2529275862239793,1146976377.8428442,18479.943021349798
7.396486177515948,627808714.6753595,20845.6717328961
16.599797599620455,365555009.632999,19546.975016301818
25.869918023878743,329706214.698292,16559.421977373182
24.609943368625295,599189636.3218302,15019.016736390751
3.69244239435721,1260284620.557322,17492.302543750644
5.907087570025525,731105555.3513744,20608.191796100215
14.05000729956387,406695247.8380393,20138.621724558245
24.11023429124,318267682.535209,17260.726641928937
26.721076506574512,486654505.6985977,15106.394882655839
7.442302432549122,1214722329.3698964,16512.290290625522
4.735395439714378,850802262.0560313,20138.648551828293
11.642905886658435,461459826.6842956,20580.00435166894
21.938725346237213,320171754.9904279,18008.320964481572
27.46322109516013,410669462.82168484,15405.049609459315
14.123164283755893,1003346209.553623,15724.024529621192
3.854858119815088,985347638.5444076,19457.764146562906
9.475986666861294,530784371.06943,20830.04682140557
19.500542430040916,334506294.21959263,18758.006315252318
27.158471339180092,361439699.7436107,15874.064761519985
20.119302266238392,784906986.2270117,15227.863857386108
3.2911886724271544,1128641140.1242301,18601.395692758448
7.6139252376225715,615622600.7352628,20859.050292375432
16.934990545541023,361172288.9740841,19461.65337404751
26.059915682078376,332261850.5596933,16473.985778702536
24.216189853119708,617094263.3498174,15025.409758347314
3.5140152220601224,1250936768.1998036,17623.6435733601
6.081944049444379,716760689.9104263,20652.385576189834
14.37534670810841,400602999.58021563,20069.33162814524
24.36504453926169,318968978.89376056,17166.199811335544
26.531903693661988,498956124.9985647,15082.252153726044
6.708639104261227,1233373697.5833373,16632.405051558268
4.8705969655227195,834363602.6419587,20212.15219243444
11.943712960834045,453546595.71384645,20532.713438441577
22.23880547685776,319213420.7718172,17910.12508236065
27.431695986024717,418856877.1344461,15355.879952251753
13.237664683263185,1033757336.2844409,15810.887656438998
3.953315774545394,967144408.100665,19557.134863031068
9.741431828058904,520913525.6115972,20809.558316102644
19.827647334732205,331956760.619071,18662.036988826796
27.246834987170867,366620541.0648997,15804.963447000686
19.440008527660762,810794771.5147722,15275.679118525197
3.3404296079931792,1109962535.7038536,18721.524732004655
7.838461586916884,603633760.6063775,20868.489374464967
17.272397657965314,356979429.7268059,19374.159048667345
26.240979739035307,335102047.95416,16389.58987038306
23.78953231929061,635963134.5638037,15036.250237962224
3.3851567088129353,1239176078.7968185,17755.34849903113
6.263278646672384,702613518.165327,20692.853151898256
14.704704502191811,394709712.9100558,19997.1686652698
24.614077875187732,319913307.823249,17071.91136408864
26.3159879947419,512019558.87607783,15061.884935232185
6.035367393154596,1248567702.018681,16756.771242024868
